Id,FirstName,LastName,YearDied,Type,Score,Rank,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,DeletedDate,DeletedBy
1407,J.M.W.,Turner,1851,"[romanticism,landscape,seascape]",0,0,0001-01-01,2,0001-01-01,2,,
1408,James,Turrell,,"[light,vibrant,installation]",0,0,0001-01-01,2,0001-01-01,2,,
1409,Paolo,Uccello,1475,"[renaissance]",0,0,0001-01-01,2,0001-01-01,2,,
1410,Euan,Uglow,2000,"[still life,portrait,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1411,Chris,Uminga,,"[cartoon,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1412,Aquirax,Uno,,"[fantasy,vibrant,collage,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1413,Jan,Urschel,,"[dark,digital,landscape,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1414,Lesser,Ury,1931,"[impressionism,streetscape,cityscape]",0,0,0001-01-01,2,0001-01-01,2,,
1415,Kitagawa,Utamaro,1806,"[ukiyo-e]",0,0,0001-01-01,2,0001-01-01,2,,
1416,Maurice,Utrillo,1955,"[impressionism,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
1417,Christophe,Vacher,,"[cloudscape,landscape,fantasy,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1418,Dino,Valls,,,0,0,0001-01-01,2,0001-01-01,2,,
1419,Lois,van Baarle,,"[digital,character]",0,0,0001-01-01,2,0001-01-01,2,,
1420,Kees,van Dongen,1968,"[fauvism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1421,Vincent,van Gogh,1890,"[impressionism,pointillism]",0,0,0001-01-01,2,0001-01-01,2,,
1422,Jan,van Goyen,1656,"[landscape,baroque]",0,0,0001-01-01,2,0001-01-01,2,,
1423,Guido,van Helten,,"[street art,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1424,Iris,van Herpen,,"[fashion,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1425,Francine,Van Hove,,"[portrait,realism,scene,nudity]",0,0,0001-01-01,2,0001-01-01,2,,
1426,Rembrandt,van Rijn,1669,"[realism,baroque,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1427,Theo,van Rysselberghe,1926,"[impressionism,landscape,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1428,Ethan,Van Sciver,,"[comics,character]",0,0,0001-01-01,2,0001-01-01,2,,
1429,Remedios,Varo,1963,"[surrealism,low contrast,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1430,Brian K.,Vaughan,,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
1431,Eve,Ventrue,,"[digital,dark,character]",0,0,0001-01-01,2,0001-01-01,2,,
1432,Charles,Vess,,"[fantasy,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1433,Brian M.,Viveros,,"[digital,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1434,Elke,Vogelsang,,,0,0,0001-01-01,2,0001-01-01,2,,
1435,Louis,Wain,1939,"[psychedelic,children's illustration,animals]",0,0,0001-01-01,2,0001-01-01,2,,
1436,Josephine,Wall,,"[psychedelic,detailed,colorful,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1437,Ron,Walotsky,2002,"[sci-fi,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1438,Bill,Ward,1998,"[nudity,cartoon]",0,0,0001-01-01,2,0001-01-01,2,,
1439,Chris,Ware,,"[cartoon,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1440,Andy,Warhol,1987,"[pop art,vibrant,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1441,John William,Waterhouse,1917,"[romanticism,portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1442,John,Watkiss,2017,"[impressionism,dark,romanticism,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1443,Harry,Watrous,1940,"[scene,still life,art nouveau]",0,0,0001-01-01,2,0001-01-01,2,,
1444,Frederick Judd,Waugh,1940,"[seascape,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1445,Casey,Weldon,,"[pop art,surrealism,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1446,Catrin,Welz-Stein,,"[portrait,whimsical,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1447,Michael,Whelan,,"[sci-fi,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1448,James Abbott McNeill,Whistler,1903,"[whimsical,low contrast]",0,0,0001-01-01,2,0001-01-01,2,,
1449,Tim,White,2020,"[sci-fi,fantasy,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1450,Coby,Whitmore,1988,"[portrait,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1451,David,Wiesner,,"[cartoon,children's illustration,whimsical]",0,0,0001-01-01,2,0001-01-01,2,,
1452,Kehinde,Wiley,,"[melanin,photorealism,portrait,vibrant,colorful,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1453,Gilbert,Williams,,"[fantasy,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1454,Robert,Williams,,"[detailed,collage,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1455,Mike,Winkelmann,,"[digital]",0,0,0001-01-01,2,0001-01-01,2,,
1456,Franz Xaver,Winterhalter,1873,"[portrait,romanticism]",0,0,0001-01-01,2,0001-01-01,2,,
1457,Brandon,Woelfel,,"[photography]",0,0,0001-01-01,2,0001-01-01,2,,
1458,Liam,Wong,,"[photography,colorful,vibrant,sci-fi]",0,0,0001-01-01,2,0001-01-01,2,,
1459,Patrick,Woodroffe,2014,"[sci-fi,surrealism,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1460,Mike,Worrall,,"[scene,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1461,Frank Lloyd,Wright,1959,"[architecture,arc deco,angular]",0,0,0001-01-01,2,0001-01-01,2,,
1462,Bernie,Wrightson,2017,"[horror,comics,high contrast,monochromatic,detailed,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1463,Bayard,Wu,,"[fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1464,Takato,Yamamoto,,,0,0,0001-01-01,2,0001-01-01,2,,
1465,Jacek,Yerka,,"[detailed,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1466,Sean,Yoro,,"[street art,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1467,Hiroshi,Yoshida,1950,"[ukiyo-e,landscape,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1468,Chie,Yoshii,,"[character,portrait,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1469,Tokujin,Yoshioka,,"[light,architecture,installation,photography]",0,0,0001-01-01,2,0001-01-01,2,,
1470,Skottie,Young,,"[comics,cartoon,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1471,,Yuumei,,"[digital,whimsical,character]",0,0,0001-01-01,2,0001-01-01,2,,
1472,Hans,Zatzka,1945,"[realism,scene,romanticism,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1473,Chip,Zdarsky,,,0,0,0001-01-01,2,0001-01-01,2,,
1474,Eric,Zener,,,0,0,0001-01-01,2,0001-01-01,2,,
1475,Igor,Zenin,,,0,0,0001-01-01,2,0001-01-01,2,,
1476,Fenghua,Zhong,,,0,0,0001-01-01,2,0001-01-01,2,,
1477,Anka,Zhuravleva,,,0,0,0001-01-01,2,0001-01-01,2,,
1478,Nele,Zirnite,,"[monochromatic,dark,surrealism]",0,0,0001-01-01,2,0001-01-01,2,,
1479,William,Zorach,1966,,0,0,0001-01-01,2,0001-01-01,2,,
1480,Anders,Zorn,1920,,0,0,0001-01-01,2,0001-01-01,2,,
1481,Peter,Zumthor,,,0,0,0001-01-01,2,0001-01-01,2,,
1482,Ravi,Zupa,,,0,0,0001-01-01,2,0001-01-01,2,,
1483,Hannah,Yata,,"[surrealism,psychedelic,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1484,Zacharias Martin,Aagaard,1913,,0,0,0001-01-01,2,0001-01-01,2,,
1485,Tracey,Adams,,,0,0,0001-01-01,2,0001-01-01,2,,
1486,Petros,Afshar,,,0,0,0001-01-01,2,0001-01-01,2,,
1487,Adrian Paul,Allinson,1959,,0,0,0001-01-01,2,0001-01-01,2,,
1488,Yumihiko,Amano,,,0,0,0001-01-01,2,0001-01-01,2,,
1489,Helga,Ancher,1964,,0,0,0001-01-01,2,0001-01-01,2,,
1490,Glen,Angus,2007,,0,0,0001-01-01,2,0001-01-01,2,,
1491,Moyoco,Anno,,,0,0,0001-01-01,2,0001-01-01,2,,
1492,Tokio,Aoyama,,,0,0,0001-01-01,2,0001-01-01,2,,
1493,John,Baizley,,,0,0,0001-01-01,2,0001-01-01,2,,
1494,Anna and Elena,Balbusso,,,0,0,0001-01-01,2,0001-01-01,2,,
1495,Walter,Battiss,1982,,0,0,0001-01-01,2,0001-01-01,2,,
1496,Joanna,Bauck,1926,,0,0,0001-01-01,2,0001-01-01,2,,
1497,Manjit,Bawa,2008,,0,0,0001-01-01,2,0001-01-01,2,,
1498,Robert,Bechtle,2020,"[photorealism,streetscape]",0,0,0001-01-01,2,0001-01-01,2,,
1499,Florianne,Becker,,,0,0,0001-01-01,2,0001-01-01,2,,
1500,Rudolph,Belarski,,"[scene,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1501,Aase,Berg,,,0,0,0001-01-01,2,0001-01-01,2,,
1502,Robert,Bevan,1925,"[watercolor,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1503,Pascal,Blanche,,,0,0,0001-01-01,2,0001-01-01,2,,
1504,Marguerite,Blasingame,1947,,0,0,0001-01-01,2,0001-01-01,2,,
1505,Margaret,Brundage,1976,,0,0,0001-01-01,2,0001-01-01,2,,
1506,Alexander Milne,Calder,1923,"[sculpture]",0,0,0001-01-01,2,0001-01-01,2,,
1507,Giovanni Gabriele,Cantone,1800,"[baroque,romanticism,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1508,Nacho,Carbonell,,"[sculpture,light,installation]",0,0,0001-01-01,2,0001-01-01,2,,
1509,Henri,Catargi,1976,"[impressionism,still life,landscape]",0,0,0001-01-01,2,0001-01-01,2,,
1510,Pierre-Mony,Chan,,,0,0,0001-01-01,2,0001-01-01,2,,
1511,Zeen,Chin,,,0,0,0001-01-01,2,0001-01-01,2,,
1512,Cassius Marcellus,Coolidge,1934,"[scene,dogs]",0,0,0001-01-01,2,0001-01-01,2,,
1513,Kazimierz,Dabrowski,1994,,0,0,0001-01-01,2,0001-01-01,2,,
1514,Sunil,Das,2015,,0,0,0001-01-01,2,0001-01-01,2,,
1515,Alan,Davis,,"[comics]",0,0,0001-01-01,2,0001-01-01,2,,
1516,Anthony,Day,,,0,0,0001-01-01,2,0001-01-01,2,,
1517,Emmanuel,de Critz,1665,"[baroque,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1518,Eric,Deschamps,,"[fantasy,sci-fi,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1519,Aleksandr,Deyneka,1969,"[realism,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1520,Alberto,Dros,,"[photography,landscape,nature]",0,0,0001-01-01,2,0001-01-01,2,,
1521,Harrison,Ellenshaw,,,0,0,0001-01-01,2,0001-01-01,2,,
1522,Ron,Embleton,1988,"[comics,scene,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1523,Jimmy,Ernst,1984,"[abstract,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
1524,Art,Fitzpatrick,2015,"[cars,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1525,Hannah,Flowers,,,0,0,0001-01-01,2,0001-01-01,2,,
1526,Tsuguharu,Foujita,1968,"[expressionism,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1527,Anton Domenico,Gabbiani,1726,"[baroque,scene]",0,0,0001-01-01,2,0001-01-01,2,,
1528,Lydia,Goldblatt,,"[photography]",0,0,0001-01-01,2,0001-01-01,2,,
1529,Matt,Granz,,,0,0,0001-01-01,2,0001-01-01,2,,
1530,Balcomb,Greene,1990,,0,0,0001-01-01,2,0001-01-01,2,,
1531,Rick,Griffin,1991,,0,0,0001-01-01,2,0001-01-01,2,,
1532,Mitch,Griffiths,,"[realism,scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1533,Scott,Gustafson,,"[storybook realism,whimsical,children's illustration,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1534,Bess,Hamiti,,"[landscape,vibrant,magic realism]",0,0,0001-01-01,2,0001-01-01,2,,
1535,Werner,Herzog,,"[film,personality]",0,0,0001-01-01,2,0001-01-01,2,,
1536,Kuang,Hong,,"[fantasy,digital,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1537,Judson,Huss,2008,,0,0,0001-01-01,2,0001-01-01,2,,
1538,Tetsuya,Ishida,2005,,0,0,0001-01-01,2,0001-01-01,2,,
1539,Jaroslaw,Jasnikowski,,,0,0,0001-01-01,2,0001-01-01,2,,
1540,Miles,Johnston,,,0,0,0001-01-01,2,0001-01-01,2,,
1541,Eddie,Jones,1999,,0,0,0001-01-01,2,0001-01-01,2,,
1542,Lois Mailou,Jones,1998,"[colorful,vibrant,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
1543,Sven,Jonson,1981,,0,0,0001-01-01,2,0001-01-01,2,,
1544,,Kawacy,,,0,0,0001-01-01,2,0001-01-01,2,,
1545,Lisa,Keene,,"[storybook realism]",0,0,0001-01-01,2,0001-01-01,2,,
1546,Felix,Kelly,1994,,0,0,0001-01-01,2,0001-01-01,2,,
1547,Alfred,Kelsner,,,0,0,0001-01-01,2,0001-01-01,2,,
1548,Robert,Kirkman,,"[comics,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1549,Prateep,Kochabua,,,0,0,0001-01-01,2,0001-01-01,2,,
1550,Harue,Koga,1933,,0,0,0001-01-01,2,0001-01-01,2,,
1551,Karl,Kopinski,,,0,0,0001-01-01,2,0001-01-01,2,,
1552,Omri,Koresh,,"[scene,dark,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1553,Michael ,Kutsche ,,"[character,fantasy,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1554,Claude,Lefebvre,1675,"[baroque,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1555,Robert,Maguire,2015,"[scene,portrait]",0,0,0001-01-01,2,0001-01-01,2,,
1556,Victor Adame,Minguez,,"[fantasy,character,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1557,Ric,Nagualero,,,0,0,0001-01-01,2,0001-01-01,2,,
1558,Katsushika,Oi,1866,"[ukiyo-e]",0,0,0001-01-01,2,0001-01-01,2,,
1559,Yasutomo,Oka,,,0,0,0001-01-01,2,0001-01-01,2,,
1560,Taro,Okamoto,1996,,0,0,0001-01-01,2,0001-01-01,2,,
1561,Rafal,Olbinski,,"[surrealism,cloudscape,figurativism]",0,0,0001-01-01,2,0001-01-01,2,,
1562,Glen,Orbik,2015,,0,0,0001-01-01,2,0001-01-01,2,,
1563,Karla,Ortiz,,,0,0,0001-01-01,2,0001-01-01,2,,
1564,Raffeaello,Ossola,,,0,0,0001-01-01,2,0001-01-01,2,,
1565,Samson,Pollem,2018,"[scene,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1566,Arnoldo,Pomodoro,,"[sculpture,detailed]",0,0,0001-01-01,2,0001-01-01,2,,
1567,Victor,Prezio,,"[scene,character]",0,0,0001-01-01,2,0001-01-01,2,,
1568,Walter,Quirt,1968,,0,0,0001-01-01,2,0001-01-01,2,,
1569,Anna,Razumovskaya,,,0,0,0001-01-01,2,0001-01-01,2,,
1570,Jakub,Rebelka,,"[surrealism,fantasy]",0,0,0001-01-01,2,0001-01-01,2,,
1571,Benjamin,Sack,,,0,0,0001-01-01,2,0001-01-01,2,,
1572,De Es,Schwertberger,,,0,0,0001-01-01,2,0001-01-01,2,,
1573,Gerard,Sekoto,1993,"[impressionism,melanin]",0,0,0001-01-01,2,0001-01-01,2,,
1574,Wojciech,Siudmak,,,0,0,0001-01-01,2,0001-01-01,2,,
1575,Arthur,Skizhali-Weiss,1980,,0,0,0001-01-01,2,0001-01-01,2,,
1576,Leonard,Starr,2015,,0,0,0001-01-01,2,0001-01-01,2,,
1577,Scott Samuel,Summers,,"[character,comics]",0,0,0001-01-01,2,0001-01-01,2,,
1578,Suguru,Tanaka,,,0,0,0001-01-01,2,0001-01-01,2,,
1579,Jean-Pierre,Ugarte,,,0,0,0001-01-01,2,0001-01-01,2,,
1580,Philipp,Urlich,,,0,0,0001-01-01,2,0001-01-01,2,,
1581,,Vergvoktre,,,0,0,0001-01-01,2,0001-01-01,2,,
1582,Rinat,Voligamsi,,"[surrealism,dark]",0,0,0001-01-01,2,0001-01-01,2,,
1583,Eduard,Wiiralt,1954,,0,0,0001-01-01,2,0001-01-01,2,,
1584,Bec,Winnel,,"[portrait,flowers]",0,0,0001-01-01,2,0001-01-01,2,,
1585,,WLOP,,"[character,portrait,digital]",0,0,0001-01-01,2,0001-01-01,2,,
1586,Hedi,Xandt,,,0,0,0001-01-01,2,0001-01-01,2,,
1587,Amir,Zand,,"[sci-fi,digital,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1588,Dariusz,Zawadzki,,,0,0,0001-01-01,2,0001-01-01,2,,
1589,Doug,Hyde,,"[whimsical,children's illustration,vibrant]",0,0,0001-01-01,2,0001-01-01,2,,
1590,David,Wojnarowicz,1992,"[photography,collage]",0,0,0001-01-01,2,0001-01-01,2,,
1591,Howardena,Pindell,,"[collage,colorful,expressionism]",0,0,0001-01-01,2,0001-01-01,2,,
